source_dataset,building,label_mode,manipulation,level,corrupt_where,split_mode,model,accuracy,macro_precision,macro_recall,macro_f1,runtime_s
LBNL_DataFDD,SZCAV,raw,noise,0.01,test,stratified,LinearSVM,0.6370370370370371,0.619225321270911,0.6399636243386244,0.6241721815934632,0.0005784034729003906
LBNL_DataFDD,SZCAV,raw,noise,0.01,test,stratified,RF,0.9780092592592593,0.9792659932353757,0.9775132275132276,0.9781790349936326,0.1480264663696289
LBNL_DataFDD,SZCAV,raw,noise,0.01,test,stratified,XGBoost,0.9831018518518518,0.983578184334769,0.9832175925925926,0.9833757730399005,0.10265493392944336
LBNL_DataFDD,SZCAV,raw,noise,0.01,test,stratified,LSTM,0.6849918812340524,0.680402474379475,0.6992024115247245,0.6777940649519926,0.0194551944732666
LBNL_DataFDD,SZCAV,raw,noise,0.01,test,stratified,CNN-LSTM,0.6557643238227789,0.6461629688709858,0.6743432499692847,0.6482263525499015,0.012015342712402344
LBNL_DataFDD,SZCAV,raw,noise,0.01,test,stratified,Informer,0.9132451867316168,0.9070576069790163,0.9182971639319718,0.9107721621346957,0.05514955520629883
LBNL_DataFDD,SZCAV,raw,noise,0.05,test,stratified,LinearSVM,0.6194444444444445,0.6016796924604773,0.6235119047619048,0.6058293903149824,0.0005767345428466797
LBNL_DataFDD,SZCAV,raw,noise,0.05,test,stratified,RF,0.9157407407407407,0.9158119872607159,0.9107969576719576,0.9125397649247421,0.14876031875610352
LBNL_DataFDD,SZCAV,raw,noise,0.05,test,stratified,XGBoost,0.9106481481481481,0.9105636552938391,0.9051752645502645,0.9074646866076391,0.10076022148132324
LBNL_DataFDD,SZCAV,raw,noise,0.05,test,stratified,LSTM,0.6840640222686152,0.6780461895328503,0.6983764590468075,0.6769723080574067,0.019744873046875
LBNL_DataFDD,SZCAV,raw,noise,0.05,test,stratified,CNN-LSTM,0.6522848527023892,0.6419150905083422,0.6707853824999855,0.6452447570379094,0.012014627456665039
LBNL_DataFDD,SZCAV,raw,noise,0.05,test,stratified,Informer,0.8926003247506379,0.8855641888405129,0.8959552356701044,0.8893214046146474,0.05514788627624512
LBNL_DataFDD,SZCAV,raw,noise,0.1,test,stratified,LinearSVM,0.6023148148148149,0.5830814546443904,0.6057374338624338,0.5871979248319893,0.0005204677581787109
LBNL_DataFDD,SZCAV,raw,noise,0.1,test,stratified,RF,0.830787037037037,0.8314685384370372,0.8229166666666667,0.8252950305175984,0.17437410354614258
LBNL_DataFDD,SZCAV,raw,noise,0.1,test,stratified,XGBoost,0.8199074074074074,0.817495720593131,0.8153935185185185,0.8153419455800783,0.11242794990539551
LBNL_DataFDD,SZCAV,raw,noise,0.1,test,stratified,LSTM,0.6752493620969613,0.6683994302112847,0.6887668928067681,0.6661085986884342,0.020152807235717773
LBNL_DataFDD,SZCAV,raw,noise,0.1,test,stratified,CNN-LSTM,0.6437021572720947,0.6314794233949802,0.6606023723982828,0.6346069188328238,0.013127565383911133
LBNL_DataFDD,SZCAV,raw,noise,0.1,test,stratified,Informer,0.8295059151009047,0.8209096084540966,0.8270899642598157,0.8234617702467327,0.05599689483642578
LBNL_DataFDD,SZCAV,raw,drift,0.01,test,stratified,LinearSVM,0.6296296296296297,0.6169764874759525,0.6311177248677249,0.6158925110686908,0.00067138671875
LBNL_DataFDD,SZCAV,raw,drift,0.01,test,stratified,RF,0.9016203703703703,0.9045112659650625,0.9001322751322751,0.9009207126154443,0.13782548904418945
LBNL_DataFDD,SZCAV,raw,drift,0.01,test,stratified,XGBoost,0.8849537037037037,0.8851456522868748,0.8797949735449736,0.8822615451221187,0.10016250610351562
LBNL_DataFDD,SZCAV,raw,drift,0.01,test,stratified,LSTM,0.6784968684759917,0.6671932470984415,0.691739830486376,0.6654325331752233,0.019298076629638672
LBNL_DataFDD,SZCAV,raw,drift,0.01,test,stratified,CNN-LSTM,0.6441660867548132,0.6338006004387724,0.6600008509693888,0.6311311141705097,0.011749505996704102
LBNL_DataFDD,SZCAV,raw,drift,0.01,test,stratified,Informer,0.9037346323358849,0.9034782056958647,0.9049710688439827,0.9025777738805889,0.055226802825927734
LBNL_DataFDD,SZCAV,raw,drift,0.05,test,stratified,LinearSVM,0.5587962962962963,0.5861772820060427,0.5512566137566138,0.5321639555258295,0.0005247592926025391
LBNL_DataFDD,SZCAV,raw,drift,0.05,test,stratified,RF,0.6252314814814814,0.6403949764901624,0.6185515873015873,0.6118861312671392,0.14804601669311523
LBNL_DataFDD,SZCAV,raw,drift,0.05,test,stratified,XGBoost,0.625,0.624838465689234,0.6194609788359788,0.6109128505215334,0.08801722526550293
LBNL_DataFDD,SZCAV,raw,drift,0.05,test,stratified,LSTM,0.5912781257248898,0.597029809148661,0.597840491079423,0.5562476776023918,0.019377946853637695
LBNL_DataFDD,SZCAV,raw,drift,0.05,test,stratified,CNN-LSTM,0.5237763859893296,0.5475263194035404,0.5230176350120717,0.47749474559591526,0.01178431510925293
