dataset,building,label_mode,tag,fi_type,model,feature,importance_mean,importance_std,method,manipulation,level,scenario
LBNL_DataFDD,SZVAV,raw,LBNL_DataFDD__SZVAV__RAW,pfi_seq,Informer,AHU: Return Air Temperature,0.25461477041244507,0.019699886441230774,pfi_seq_metric=balanced_acc_R=2_eval=512_block,drift,0.05,drift_5%
LBNL_DataFDD,SZVAV,raw,LBNL_DataFDD__SZVAV__RAW,pfi_seq,Informer,AHU: Supply Air Fan Status,-0.003218695055693388,0.0023368606343865395,pfi_seq_metric=balanced_acc_R=2_eval=512_block,drift,0.05,drift_5%
LBNL_DataFDD,SZVAV,raw,LBNL_DataFDD__SZVAV__RAW,pfi_seq,Informer,AHU: Supply Air Fan Speed Control Signal,0.0740308165550232,0.009274233132600784,pfi_seq_metric=balanced_acc_R=2_eval=512_block,drift,0.05,drift_5%
LBNL_DataFDD,SZVAV,raw,LBNL_DataFDD__SZVAV__RAW,pfi_seq,Informer,AHU: Outdoor Air Damper Control Signal  ,0.1299397200345993,0.010995212942361832,pfi_seq_metric=balanced_acc_R=2_eval=512_block,drift,0.05,drift_5%
LBNL_DataFDD,SZVAV,raw,LBNL_DataFDD__SZVAV__RAW,pfi_seq,Informer,AHU: Return Air Damper Control Signal,0.11507510393857956,0.005818039178848267,pfi_seq_metric=balanced_acc_R=2_eval=512_block,drift,0.05,drift_5%
LBNL_DataFDD,SZVAV,raw,LBNL_DataFDD__SZVAV__RAW,pfi_seq,Informer,AHU: Exhaust Air Damper Control Signal    ,0.18577216565608978,0.0003916919231414795,pfi_seq_metric=balanced_acc_R=2_eval=512_block,drift,0.05,drift_5%
LBNL_DataFDD,SZVAV,raw,LBNL_DataFDD__SZVAV__RAW,pfi_seq,Informer,AHU: Cooling Coil Valve Control Signal,0.15887685120105743,0.010037988424301147,pfi_seq_metric=balanced_acc_R=2_eval=512_block,drift,0.05,drift_5%
LBNL_DataFDD,SZVAV,raw,LBNL_DataFDD__SZVAV__RAW,pfi_seq,Informer,AHU: Heating Coil Valve Control Signal,0.07555975764989853,0.0021207034587860107,pfi_seq_metric=balanced_acc_R=2_eval=512_block,drift,0.05,drift_5%
LBNL_DataFDD,SZVAV,raw,LBNL_DataFDD__SZVAV__RAW,pfi_seq,Informer,Occupancy Mode Indicator,0.0848066508769989,0.0004649534821510315,pfi_seq_metric=balanced_acc_R=2_eval=512_block,drift,0.05,drift_5%
LBNL_DataFDD,SZVAV,raw,LBNL_DataFDD__SZVAV__RAW,pfi_tab,LinearSVM,AHU: Supply Air Temperature,0.21557065844535828,0.003113068640232086,pfi_tab_metric=balanced_acc_R=2_eval=2000,drift,0.1,drift_10%
LBNL_DataFDD,SZVAV,raw,LBNL_DataFDD__SZVAV__RAW,pfi_tab,LinearSVM,AHU: Supply Air Temperature Heating Set Point,0.1719200313091278,0.007188223302364349,pfi_tab_metric=balanced_acc_R=2_eval=2000,drift,0.1,drift_10%
LBNL_DataFDD,SZVAV,raw,LBNL_DataFDD__SZVAV__RAW,pfi_tab,LinearSVM,AHU: Supply Air Temperature Cooling Set Point,0.22347578406333923,0.013115979731082916,pfi_tab_metric=balanced_acc_R=2_eval=2000,drift,0.1,drift_10%
LBNL_DataFDD,SZVAV,raw,LBNL_DataFDD__SZVAV__RAW,pfi_tab,LinearSVM,AHU: Mixed Air Temperature,0.4033997058868408,0.005811974406242371,pfi_tab_metric=balanced_acc_R=2_eval=2000,drift,0.1,drift_10%
LBNL_DataFDD,SZVAV,raw,LBNL_DataFDD__SZVAV__RAW,pfi_tab,LinearSVM,AHU: Return Air Temperature,0.2315434068441391,0.004797235131263733,pfi_tab_metric=balanced_acc_R=2_eval=2000,drift,0.1,drift_10%
LBNL_DataFDD,SZVAV,raw,LBNL_DataFDD__SZVAV__RAW,pfi_tab,LinearSVM,AHU: Supply Air Fan Status,0.0,0.0,pfi_tab_metric=balanced_acc_R=2_eval=2000,drift,0.1,drift_10%
LBNL_DataFDD,SZVAV,raw,LBNL_DataFDD__SZVAV__RAW,pfi_tab,LinearSVM,AHU: Supply Air Fan Speed Control Signal,0.1309903860092163,0.0005263462662696838,pfi_tab_metric=balanced_acc_R=2_eval=2000,drift,0.1,drift_10%
LBNL_DataFDD,SZVAV,raw,LBNL_DataFDD__SZVAV__RAW,pfi_tab,LinearSVM,AHU: Outdoor Air Damper Control Signal  ,0.16295431554317474,0.00825430452823639,pfi_tab_metric=balanced_acc_R=2_eval=2000,drift,0.1,drift_10%
LBNL_DataFDD,SZVAV,raw,LBNL_DataFDD__SZVAV__RAW,pfi_tab,LinearSVM,AHU: Return Air Damper Control Signal,0.3261547386646271,0.0023174285888671875,pfi_tab_metric=balanced_acc_R=2_eval=2000,drift,0.1,drift_10%
LBNL_DataFDD,SZVAV,raw,LBNL_DataFDD__SZVAV__RAW,pfi_tab,LinearSVM,AHU: Exhaust Air Damper Control Signal    ,0.2351880669593811,0.0067496225237846375,pfi_tab_metric=balanced_acc_R=2_eval=2000,drift,0.1,drift_10%
LBNL_DataFDD,SZVAV,raw,LBNL_DataFDD__SZVAV__RAW,pfi_tab,LinearSVM,AHU: Cooling Coil Valve Control Signal,0.23762375116348267,0.00035500526428222656,pfi_tab_metric=balanced_acc_R=2_eval=2000,drift,0.1,drift_10%
LBNL_DataFDD,SZVAV,raw,LBNL_DataFDD__SZVAV__RAW,pfi_tab,LinearSVM,AHU: Heating Coil Valve Control Signal,0.018804602324962616,0.005904664285480976,pfi_tab_metric=balanced_acc_R=2_eval=2000,drift,0.1,drift_10%
LBNL_DataFDD,SZVAV,raw,LBNL_DataFDD__SZVAV__RAW,pfi_tab,LinearSVM,Occupancy Mode Indicator,0.11363333463668823,0.0008987709879875183,pfi_tab_metric=balanced_acc_R=2_eval=2000,drift,0.1,drift_10%
LBNL_DataFDD,SZVAV,raw,LBNL_DataFDD__SZVAV__RAW,pfi_tab,RF,AHU: Supply Air Temperature,0.19360831379890442,0.002527572214603424,pfi_tab_metric=balanced_acc_R=2_eval=2000,drift,0.1,drift_10%
LBNL_DataFDD,SZVAV,raw,LBNL_DataFDD__SZVAV__RAW,pfi_tab,RF,AHU: Supply Air Temperature Heating Set Point,0.020858056843280792,0.001499204896390438,pfi_tab_metric=balanced_acc_R=2_eval=2000,drift,0.1,drift_10%
LBNL_DataFDD,SZVAV,raw,LBNL_DataFDD__SZVAV__RAW,pfi_tab,RF,AHU: Supply Air Temperature Cooling Set Point,0.01669568195939064,0.00012934114784002304,pfi_tab_metric=balanced_acc_R=2_eval=2000,drift,0.1,drift_10%
LBNL_DataFDD,SZVAV,raw,LBNL_DataFDD__SZVAV__RAW,pfi_tab,RF,AHU: Mixed Air Temperature,0.3166083097457886,0.010033473372459412,pfi_tab_metric=balanced_acc_R=2_eval=2000,drift,0.1,drift_10%
LBNL_DataFDD,SZVAV,raw,LBNL_DataFDD__SZVAV__RAW,pfi_tab,RF,AHU: Return Air Temperature,0.14365530014038086,0.0052077919244766235,pfi_tab_metric=balanced_acc_R=2_eval=2000,drift,0.1,drift_10%
LBNL_DataFDD,SZVAV,raw,LBNL_DataFDD__SZVAV__RAW,pfi_tab,RF,AHU: Supply Air Fan Status,0.0,0.0,pfi_tab_metric=balanced_acc_R=2_eval=2000,drift,0.1,drift_10%
LBNL_DataFDD,SZVAV,raw,LBNL_DataFDD__SZVAV__RAW,pfi_tab,RF,AHU: Supply Air Fan Speed Control Signal,0.03722873702645302,0.001480240374803543,pfi_tab_metric=balanced_acc_R=2_eval=2000,drift,0.1,drift_10%
LBNL_DataFDD,SZVAV,raw,LBNL_DataFDD__SZVAV__RAW,pfi_tab,RF,AHU: Outdoor Air Damper Control Signal  ,0.004443188197910786,0.001295445952564478,pfi_tab_metric=balanced_acc_R=2_eval=2000,drift,0.1,drift_10%
LBNL_DataFDD,SZVAV,raw,LBNL_DataFDD__SZVAV__RAW,pfi_tab,RF,AHU: Return Air Damper Control Signal,0.010381988249719143,0.0033504681196063757,pfi_tab_metric=balanced_acc_R=2_eval=2000,drift,0.1,drift_10%
LBNL_DataFDD,SZVAV,raw,LBNL_DataFDD__SZVAV__RAW,pfi_tab,RF,AHU: Exhaust Air Damper Control Signal    ,0.0035247495397925377,0.0020119398832321167,pfi_tab_metric=balanced_acc_R=2_eval=2000,drift,0.1,drift_10%
LBNL_DataFDD,SZVAV,raw,LBNL_DataFDD__SZVAV__RAW,pfi_tab,RF,AHU: Cooling Coil Valve Control Signal,0.01952679455280304,0.0016466816887259483,pfi_tab_metric=balanced_acc_R=2_eval=2000,drift,0.1,drift_10%
LBNL_DataFDD,SZVAV,raw,LBNL_DataFDD__SZVAV__RAW,pfi_tab,RF,AHU: Heating Coil Valve Control Signal,0.030767198652029037,0.00031046196818351746,pfi_tab_metric=balanced_acc_R=2_eval=2000,drift,0.1,drift_10%
LBNL_DataFDD,SZVAV,raw,LBNL_DataFDD__SZVAV__RAW,pfi_tab,RF,Occupancy Mode Indicator,0.024448208510875702,0.0027194442227482796,pfi_tab_metric=balanced_acc_R=2_eval=2000,drift,0.1,drift_10%
LBNL_DataFDD,SZVAV,raw,LBNL_DataFDD__SZVAV__RAW,pfi_tab,XGBoost,AHU: Supply Air Temperature,0.2604629695415497,0.0053438544273376465,pfi_tab_metric=balanced_acc_R=2_eval=2000,drift,0.1,drift_10%
LBNL_DataFDD,SZVAV,raw,LBNL_DataFDD__SZVAV__RAW,pfi_tab,XGBoost,AHU: Supply Air Temperature Heating Set Point,0.0011185493785887957,0.0013365513877943158,pfi_tab_metric=balanced_acc_R=2_eval=2000,drift,0.1,drift_10%
LBNL_DataFDD,SZVAV,raw,LBNL_DataFDD__SZVAV__RAW,pfi_tab,XGBoost,AHU: Supply Air Temperature Cooling Set Point,0.02463318035006523,0.0006860243156552315,pfi_tab_metric=balanced_acc_R=2_eval=2000,drift,0.1,drift_10%
LBNL_DataFDD,SZVAV,raw,LBNL_DataFDD__SZVAV__RAW,pfi_tab,XGBoost,AHU: Mixed Air Temperature,0.38262662291526794,0.002385765314102173,pfi_tab_metric=balanced_acc_R=2_eval=2000,drift,0.1,drift_10%
LBNL_DataFDD,SZVAV,raw,LBNL_DataFDD__SZVAV__RAW,pfi_tab,XGBoost,AHU: Return Air Temperature,0.23969940841197968,0.00037960708141326904,pfi_tab_metric=balanced_acc_R=2_eval=2000,drift,0.1,drift_10%
LBNL_DataFDD,SZVAV,raw,LBNL_DataFDD__SZVAV__RAW,pfi_tab,XGBoost,AHU: Supply Air Fan Status,0.0,0.0,pfi_tab_metric=balanced_acc_R=2_eval=2000,drift,0.1,drift_10%
LBNL_DataFDD,SZVAV,raw,LBNL_DataFDD__SZVAV__RAW,pfi_tab,XGBoost,AHU: Supply Air Fan Speed Control Signal,0.017241084948182106,0.0040773567743599415,pfi_tab_metric=balanced_acc_R=2_eval=2000,drift,0.1,drift_10%
LBNL_DataFDD,SZVAV,raw,LBNL_DataFDD__SZVAV__RAW,pfi_tab,XGBoost,AHU: Outdoor Air Damper Control Signal  ,0.020536916330456734,0.0036037415266036987,pfi_tab_metric=balanced_acc_R=2_eval=2000,drift,0.1,drift_10%
LBNL_DataFDD,SZVAV,raw,LBNL_DataFDD__SZVAV__RAW,pfi_tab,XGBoost,AHU: Return Air Damper Control Signal,0.0023342829663306475,0.002175042638555169,pfi_tab_metric=balanced_acc_R=2_eval=2000,drift,0.1,drift_10%
LBNL_DataFDD,SZVAV,raw,LBNL_DataFDD__SZVAV__RAW,pfi_tab,XGBoost,AHU: Exhaust Air Damper Control Signal    ,-5.141241126693785e-05,0.0007727714255452156,pfi_tab_metric=balanced_acc_R=2_eval=2000,drift,0.1,drift_10%
LBNL_DataFDD,SZVAV,raw,LBNL_DataFDD__SZVAV__RAW,pfi_tab,XGBoost,AHU: Cooling Coil Valve Control Signal,0.00931595265865326,0.00010097632184624672,pfi_tab_metric=balanced_acc_R=2_eval=2000,drift,0.1,drift_10%
LBNL_DataFDD,SZVAV,raw,LBNL_DataFDD__SZVAV__RAW,pfi_tab,XGBoost,AHU: Heating Coil Valve Control Signal,0.1608414649963379,0.002049095928668976,pfi_tab_metric=balanced_acc_R=2_eval=2000,drift,0.1,drift_10%
LBNL_DataFDD,SZVAV,raw,LBNL_DataFDD__SZVAV__RAW,pfi_tab,XGBoost,Occupancy Mode Indicator,0.005335034802556038,0.00019901548512279987,pfi_tab_metric=balanced_acc_R=2_eval=2000,drift,0.1,drift_10%
LBNL_DataFDD,SZVAV,raw,LBNL_DataFDD__SZVAV__RAW,pfi_seq,LSTM,AHU: Supply Air Temperature,0.02169875055551529,0.0013227518647909164,pfi_seq_metric=balanced_acc_R=2_eval=512_block,drift,0.1,drift_10%
LBNL_DataFDD,SZVAV,raw,LBNL_DataFDD__SZVAV__RAW,pfi_seq,LSTM,AHU: Supply Air Temperature Heating Set Point,-0.0008865247946232557,0.0008865247946232557,pfi_seq_metric=balanced_acc_R=2_eval=512_block,drift,0.1,drift_10%
LBNL_DataFDD,SZVAV,raw,LBNL_DataFDD__SZVAV__RAW,pfi_seq,LSTM,AHU: Supply Air Temperature Cooling Set Point,-0.00044560772948898375,0.00044560772948898375,pfi_seq_metric=balanced_acc_R=2_eval=512_block,drift,0.1,drift_10%
LBNL_DataFDD,SZVAV,raw,LBNL_DataFDD__SZVAV__RAW,pfi_seq,LSTM,AHU: Mixed Air Temperature,0.005319148767739534,0.0017730495892465115,pfi_seq_metric=balanced_acc_R=2_eval=512_block,drift,0.1,drift_10%
LBNL_DataFDD,SZVAV,raw,LBNL_DataFDD__SZVAV__RAW,pfi_seq,LSTM,AHU: Return Air Temperature,0.006196292582899332,0.002659574616700411,pfi_seq_metric=balanced_acc_R=2_eval=512_block,drift,0.1,drift_10%
LBNL_DataFDD,SZVAV,raw,LBNL_DataFDD__SZVAV__RAW,pfi_seq,LSTM,AHU: Supply Air Fan Status,0.0,0.0,pfi_seq_metric=balanced_acc_R=2_eval=512_block,drift,0.1,drift_10%
LBNL_DataFDD,SZVAV,raw,LBNL_DataFDD__SZVAV__RAW,pfi_seq,LSTM,AHU: Supply Air Fan Speed Control Signal,-0.0017730495892465115,0.0,pfi_seq_metric=balanced_acc_R=2_eval=512_block,drift,0.1,drift_10%
LBNL_DataFDD,SZVAV,raw,LBNL_DataFDD__SZVAV__RAW,pfi_seq,LSTM,AHU: Outdoor Air Damper Control Signal  ,0.0008865247946232557,0.0008865247946232557,pfi_seq_metric=balanced_acc_R=2_eval=512_block,drift,0.1,drift_10%
LBNL_DataFDD,SZVAV,raw,LBNL_DataFDD__SZVAV__RAW,pfi_seq,LSTM,AHU: Return Air Damper Control Signal,0.0017730495892465115,0.0,pfi_seq_metric=balanced_acc_R=2_eval=512_block,drift,0.1,drift_10%
LBNL_DataFDD,SZVAV,raw,LBNL_DataFDD__SZVAV__RAW,pfi_seq,LSTM,AHU: Exhaust Air Damper Control Signal    ,0.0017730495892465115,0.0,pfi_seq_metric=balanced_acc_R=2_eval=512_block,drift,0.1,drift_10%
LBNL_DataFDD,SZVAV,raw,LBNL_DataFDD__SZVAV__RAW,pfi_seq,LSTM,AHU: Cooling Coil Valve Control Signal,0.0017636683769524097,0.0008818341884762049,pfi_seq_metric=balanced_acc_R=2_eval=512_block,drift,0.1,drift_10%
LBNL_DataFDD,SZVAV,raw,LBNL_DataFDD__SZVAV__RAW,pfi_seq,LSTM,AHU: Heating Coil Valve Control Signal,0.0008865247946232557,0.0008865247946232557,pfi_seq_metric=balanced_acc_R=2_eval=512_block,drift,0.1,drift_10%
LBNL_DataFDD,SZVAV,raw,LBNL_DataFDD__SZVAV__RAW,pfi_seq,LSTM,Occupancy Mode Indicator,0.0008865247946232557,0.0008865247946232557,pfi_seq_metric=balanced_acc_R=2_eval=512_block,drift,0.1,drift_10%
LBNL_DataFDD,SZVAV,raw,LBNL_DataFDD__SZVAV__RAW,pfi_seq,CNN-LSTM,AHU: Supply Air Temperature,0.02523546852171421,0.0022139661014080048,pfi_seq_metric=balanced_acc_R=2_eval=512_block,drift,0.1,drift_10%
LBNL_DataFDD,SZVAV,raw,LBNL_DataFDD__SZVAV__RAW,pfi_seq,CNN-LSTM,AHU: Supply Air Temperature Heating Set Point,-0.0017730495892465115,0.0,pfi_seq_metric=balanced_acc_R=2_eval=512_block,drift,0.1,drift_10%
LBNL_DataFDD,SZVAV,raw,LBNL_DataFDD__SZVAV__RAW,pfi_seq,CNN-LSTM,AHU: Supply Air Temperature Cooling Set Point,-0.0008865247946232557,0.0008865247946232557,pfi_seq_metric=balanced_acc_R=2_eval=512_block,drift,0.1,drift_10%
LBNL_DataFDD,SZVAV,raw,LBNL_DataFDD__SZVAV__RAW,pfi_seq,CNN-LSTM,AHU: Mixed Air Temperature,0.0062056733295321465,0.0008865247946232557,pfi_seq_metric=balanced_acc_R=2_eval=512_block,drift,0.1,drift_10%
LBNL_DataFDD,SZVAV,raw,LBNL_DataFDD__SZVAV__RAW,pfi_seq,CNN-LSTM,AHU: Return Air Temperature,0.0066372100263834,0.0022186574060469866,pfi_seq_metric=balanced_acc_R=2_eval=512_block,drift,0.1,drift_10%
LBNL_DataFDD,SZVAV,raw,LBNL_DataFDD__SZVAV__RAW,pfi_seq,CNN-LSTM,AHU: Supply Air Fan Status,0.0,0.0,pfi_seq_metric=balanced_acc_R=2_eval=512_block,drift,0.1,drift_10%
LBNL_DataFDD,SZVAV,raw,LBNL_DataFDD__SZVAV__RAW,pfi_seq,CNN-LSTM,AHU: Supply Air Fan Speed Control Signal,-0.0008865247946232557,0.0008865247946232557,pfi_seq_metric=balanced_acc_R=2_eval=512_block,drift,0.1,drift_10%
LBNL_DataFDD,SZVAV,raw,LBNL_DataFDD__SZVAV__RAW,pfi_seq,CNN-LSTM,AHU: Outdoor Air Damper Control Signal  ,0.006205673795193434,0.002659574616700411,pfi_seq_metric=balanced_acc_R=2_eval=512_block,drift,0.1,drift_10%
LBNL_DataFDD,SZVAV,raw,LBNL_DataFDD__SZVAV__RAW,pfi_seq,CNN-LSTM,AHU: Return Air Damper Control Signal,0.004432624205946922,0.0008865247946232557,pfi_seq_metric=balanced_acc_R=2_eval=512_block,drift,0.1,drift_10%
LBNL_DataFDD,SZVAV,raw,LBNL_DataFDD__SZVAV__RAW,pfi_seq,CNN-LSTM,AHU: Exhaust Air Damper Control Signal    ,0.003546099178493023,0.0,pfi_seq_metric=balanced_acc_R=2_eval=512_block,drift,0.1,drift_10%
LBNL_DataFDD,SZVAV,raw,LBNL_DataFDD__SZVAV__RAW,pfi_seq,CNN-LSTM,AHU: Cooling Coil Valve Control Signal,0.000877143582329154,0.0008865247946232557,pfi_seq_metric=balanced_acc_R=2_eval=512_block,drift,0.1,drift_10%
LBNL_DataFDD,SZVAV,raw,LBNL_DataFDD__SZVAV__RAW,pfi_seq,CNN-LSTM,AHU: Heating Coil Valve Control Signal,0.0017730495892465115,0.0017730495892465115,pfi_seq_metric=balanced_acc_R=2_eval=512_block,drift,0.1,drift_10%
LBNL_DataFDD,SZVAV,raw,LBNL_DataFDD__SZVAV__RAW,pfi_seq,CNN-LSTM,Occupancy Mode Indicator,0.0013227512827143073,0.0022139667998999357,pfi_seq_metric=balanced_acc_R=2_eval=512_block,drift,0.1,drift_10%
LBNL_DataFDD,SZVAV,raw,LBNL_DataFDD__SZVAV__RAW,pfi_seq,Informer,AHU: Supply Air Temperature,0.24719029664993286,0.014392100274562836,pfi_seq_metric=balanced_acc_R=2_eval=512_block,drift,0.1,drift_10%
LBNL_DataFDD,SZVAV,raw,LBNL_DataFDD__SZVAV__RAW,pfi_seq,Informer,AHU: Supply Air Temperature Heating Set Point,0.1320023089647293,0.005643740296363831,pfi_seq_metric=balanced_acc_R=2_eval=512_block,drift,0.1,drift_10%
LBNL_DataFDD,SZVAV,raw,LBNL_DataFDD__SZVAV__RAW,pfi_seq,Informer,AHU: Supply Air Temperature Cooling Set Point,0.15049731731414795,0.007886044681072235,pfi_seq_metric=balanced_acc_R=2_eval=512_block,drift,0.1,drift_10%
LBNL_DataFDD,SZVAV,raw,LBNL_DataFDD__SZVAV__RAW,pfi_seq,Informer,AHU: Mixed Air Temperature,0.4143097996711731,0.011721894145011902,pfi_seq_metric=balanced_acc_R=2_eval=512_block,drift,0.1,drift_10%
LBNL_DataFDD,SZVAV,raw,LBNL_DataFDD__SZVAV__RAW,pfi_seq,Informer,AHU: Return Air Temperature,0.2477569580078125,0.018454186618328094,pfi_seq_metric=balanced_acc_R=2_eval=512_block,drift,0.1,drift_10%
LBNL_DataFDD,SZVAV,raw,LBNL_DataFDD__SZVAV__RAW,pfi_seq,Informer,AHU: Supply Air Fan Status,-0.002204585587605834,0.0014109347248449922,pfi_seq_metric=balanced_acc_R=2_eval=512_block,drift,0.1,drift_10%
LBNL_DataFDD,SZVAV,raw,LBNL_DataFDD__SZVAV__RAW,pfi_seq,Informer,AHU: Supply Air Fan Speed Control Signal,0.07380476593971252,0.004042293876409531,pfi_seq_metric=balanced_acc_R=2_eval=512_block,drift,0.1,drift_10%
LBNL_DataFDD,SZVAV,raw,LBNL_DataFDD__SZVAV__RAW,pfi_seq,Informer,AHU: Outdoor Air Damper Control Signal  ,0.13884541392326355,0.013934381306171417,pfi_seq_metric=balanced_acc_R=2_eval=512_block,drift,0.1,drift_10%
LBNL_DataFDD,SZVAV,raw,LBNL_DataFDD__SZVAV__RAW,pfi_seq,Informer,AHU: Return Air Damper Control Signal,0.11441289633512497,0.0050393566489219666,pfi_seq_metric=balanced_acc_R=2_eval=512_block,drift,0.1,drift_10%
LBNL_DataFDD,SZVAV,raw,LBNL_DataFDD__SZVAV__RAW,pfi_seq,Informer,AHU: Exhaust Air Damper Control Signal    ,0.1883145123720169,0.0011806339025497437,pfi_seq_metric=balanced_acc_R=2_eval=512_block,drift,0.1,drift_10%
LBNL_DataFDD,SZVAV,raw,LBNL_DataFDD__SZVAV__RAW,pfi_seq,Informer,AHU: Cooling Coil Valve Control Signal,0.1577201783657074,0.0075003281235694885,pfi_seq_metric=balanced_acc_R=2_eval=512_block,drift,0.1,drift_10%
LBNL_DataFDD,SZVAV,raw,LBNL_DataFDD__SZVAV__RAW,pfi_seq,Informer,AHU: Heating Coil Valve Control Signal,0.07418778538703918,0.004835113883018494,pfi_seq_metric=balanced_acc_R=2_eval=512_block,drift,0.1,drift_10%
LBNL_DataFDD,SZVAV,raw,LBNL_DataFDD__SZVAV__RAW,pfi_seq,Informer,Occupancy Mode Indicator,0.08256351202726364,0.004697762429714203,pfi_seq_metric=balanced_acc_R=2_eval=512_block,drift,0.1,drift_10%
LBNL_DataFDD,SZVAV,raw,LBNL_DataFDD__SZVAV__RAW,pfi_tab,LinearSVM,AHU: Supply Air Temperature,0.20882049202919006,0.005158431828022003,pfi_tab_metric=balanced_acc_R=2_eval=2000,bias,0.01,bias_1%
LBNL_DataFDD,SZVAV,raw,LBNL_DataFDD__SZVAV__RAW,pfi_tab,LinearSVM,AHU: Supply Air Temperature Heating Set Point,0.17797666788101196,0.00810195505619049,pfi_tab_metric=balanced_acc_R=2_eval=2000,bias,0.01,bias_1%
LBNL_DataFDD,SZVAV,raw,LBNL_DataFDD__SZVAV__RAW,pfi_tab,LinearSVM,AHU: Supply Air Temperature Cooling Set Point,0.2234865128993988,0.012388147413730621,pfi_tab_metric=balanced_acc_R=2_eval=2000,bias,0.01,bias_1%
LBNL_DataFDD,SZVAV,raw,LBNL_DataFDD__SZVAV__RAW,pfi_tab,LinearSVM,AHU: Mixed Air Temperature,0.39450734853744507,0.0027262866497039795,pfi_tab_metric=balanced_acc_R=2_eval=2000,bias,0.01,bias_1%
LBNL_DataFDD,SZVAV,raw,LBNL_DataFDD__SZVAV__RAW,pfi_tab,LinearSVM,AHU: Return Air Temperature,0.22085116803646088,0.008017122745513916,pfi_tab_metric=balanced_acc_R=2_eval=2000,bias,0.01,bias_1%
LBNL_DataFDD,SZVAV,raw,LBNL_DataFDD__SZVAV__RAW,pfi_tab,LinearSVM,AHU: Supply Air Fan Status,0.0,0.0,pfi_tab_metric=balanced_acc_R=2_eval=2000,bias,0.01,bias_1%
LBNL_DataFDD,SZVAV,raw,LBNL_DataFDD__SZVAV__RAW,pfi_tab,LinearSVM,AHU: Supply Air Fan Speed Control Signal,0.11502370238304138,0.005535580217838287,pfi_tab_metric=balanced_acc_R=2_eval=2000,bias,0.01,bias_1%
LBNL_DataFDD,SZVAV,raw,LBNL_DataFDD__SZVAV__RAW,pfi_tab,LinearSVM,AHU: Outdoor Air Damper Control Signal  ,0.16132885217666626,0.00559736043214798,pfi_tab_metric=balanced_acc_R=2_eval=2000,bias,0.01,bias_1%
LBNL_DataFDD,SZVAV,raw,LBNL_DataFDD__SZVAV__RAW,pfi_tab,LinearSVM,AHU: Return Air Damper Control Signal,0.3269270360469818,0.0033549368381500244,pfi_tab_metric=balanced_acc_R=2_eval=2000,bias,0.01,bias_1%
LBNL_DataFDD,SZVAV,raw,LBNL_DataFDD__SZVAV__RAW,pfi_tab,LinearSVM,AHU: Exhaust Air Damper Control Signal    ,0.22391921281814575,0.0060638487339019775,pfi_tab_metric=balanced_acc_R=2_eval=2000,bias,0.01,bias_1%
LBNL_DataFDD,SZVAV,raw,LBNL_DataFDD__SZVAV__RAW,pfi_tab,LinearSVM,AHU: Cooling Coil Valve Control Signal,0.2378249168395996,0.0013636499643325806,pfi_tab_metric=balanced_acc_R=2_eval=2000,bias,0.01,bias_1%
LBNL_DataFDD,SZVAV,raw,LBNL_DataFDD__SZVAV__RAW,pfi_tab,LinearSVM,AHU: Heating Coil Valve Control Signal,0.02206209860742092,0.007412481587380171,pfi_tab_metric=balanced_acc_R=2_eval=2000,bias,0.01,bias_1%
LBNL_DataFDD,SZVAV,raw,LBNL_DataFDD__SZVAV__RAW,pfi_tab,LinearSVM,Occupancy Mode Indicator,0.10988466441631317,0.004034221172332764,pfi_tab_metric=balanced_acc_R=2_eval=2000,bias,0.01,bias_1%
LBNL_DataFDD,SZVAV,raw,LBNL_DataFDD__SZVAV__RAW,pfi_tab,RF,AHU: Supply Air Temperature,0.22992150485515594,0.0026857107877731323,pfi_tab_metric=balanced_acc_R=2_eval=2000,bias,0.01,bias_1%
LBNL_DataFDD,SZVAV,raw,LBNL_DataFDD__SZVAV__RAW,pfi_tab,RF,AHU: Supply Air Temperature Heating Set Point,0.003691150574013591,0.00022371369414031506,pfi_tab_metric=balanced_acc_R=2_eval=2000,bias,0.01,bias_1%
LBNL_DataFDD,SZVAV,raw,LBNL_DataFDD__SZVAV__RAW,pfi_tab,RF,AHU: Supply Air Temperature Cooling Set Point,0.013238508254289627,0.0013043470680713654,pfi_tab_metric=balanced_acc_R=2_eval=2000,bias,0.01,bias_1%
LBNL_DataFDD,SZVAV,raw,LBNL_DataFDD__SZVAV__RAW,pfi_tab,RF,AHU: Mixed Air Temperature,0.3609325885772705,0.002591267228126526,pfi_tab_metric=balanced_acc_R=2_eval=2000,bias,0.01,bias_1%
LBNL_DataFDD,SZVAV,raw,LBNL_DataFDD__SZVAV__RAW,pfi_tab,RF,AHU: Return Air Temperature,0.15949887037277222,0.0061736926436424255,pfi_tab_metric=balanced_acc_R=2_eval=2000,bias,0.01,bias_1%
LBNL_DataFDD,SZVAV,raw,LBNL_DataFDD__SZVAV__RAW,pfi_tab,RF,AHU: Supply Air Fan Status,0.0,0.0,pfi_tab_metric=balanced_acc_R=2_eval=2000,bias,0.01,bias_1%
LBNL_DataFDD,SZVAV,raw,LBNL_DataFDD__SZVAV__RAW,pfi_tab,RF,AHU: Supply Air Fan Speed Control Signal,0.030288539826869965,0.0033851033076643944,pfi_tab_metric=balanced_acc_R=2_eval=2000,bias,0.01,bias_1%
