source_dataset,building,label_mode,split_mode,corrupt_where,model,manipulation,level,accuracy,macro_precision,macro_recall,macro_f1,runtime_s,n_classes,train_rows,val_rows,test_rows,scored_rows,n_test_classes_missing_in_train,missing_test_classes_in_train
LBNL_DataFDD,RTU,raw,episode_blocked_time,test,XGBoost,sampling,10.0,0.0,0.0,0.0,0.0,0.011811256408691406,10,23040,2881,432,432,3,Lighting Setback Error: Delayed Onset; Lighting Setback Error: Early Termination; No Overnight Lighting Setback
LBNL_DataFDD,RTU,raw,episode_blocked_time,test,LSTM,sampling,10.0,0.0,0.0,0.0,0.0,0.0029413700103759766,10,23040,2881,432,432,3,Lighting Setback Error: Delayed Onset; Lighting Setback Error: Early Termination; No Overnight Lighting Setback
LBNL_DataFDD,RTU,raw,episode_blocked_time,test,CNN-LSTM,sampling,10.0,0.0,0.0,0.0,0.0,0.004672527313232422,10,23040,2881,432,432,3,Lighting Setback Error: Delayed Onset; Lighting Setback Error: Early Termination; No Overnight Lighting Setback
LBNL_DataFDD,RTU,raw,episode_blocked_time,test,Informer,sampling,10.0,0.0,0.0,0.0,0.0,0.006968498229980469,10,23040,2881,432,432,3,Lighting Setback Error: Delayed Onset; Lighting Setback Error: Early Termination; No Overnight Lighting Setback
LBNL_DataFDD,SZCAV,raw,episode_blocked_time,test,LinearSVM,clean,0.0,0.0,0.0,0.0,0.0,0.0002968311309814453,7,18720,1440,1440,1440,1,Normal
LBNL_DataFDD,SZCAV,raw,episode_blocked_time,test,RF,clean,0.0,0.0,0.0,0.0,0.0,0.12745285034179688,7,18720,1440,1440,1440,1,Normal
LBNL_DataFDD,SZCAV,raw,episode_blocked_time,test,XGBoost,clean,0.0,0.0,0.0,0.0,0.0,0.03564000129699707,7,18720,1440,1440,1440,1,Normal
LBNL_DataFDD,SZCAV,raw,episode_blocked_time,test,LSTM,clean,0.0,0.0,0.0,0.0,0.0,0.006982088088989258,7,18720,1440,1440,1440,1,Normal
LBNL_DataFDD,SZCAV,raw,episode_blocked_time,test,CNN-LSTM,clean,0.0,0.0,0.0,0.0,0.0,0.005153656005859375,7,18720,1440,1440,1440,1,Normal
LBNL_DataFDD,SZCAV,raw,episode_blocked_time,test,Informer,clean,0.0,0.0,0.0,0.0,0.0,0.019916534423828125,7,18720,1440,1440,1440,1,Normal
LBNL_DataFDD,SZCAV,raw,episode_blocked_time,test,LinearSVM,noise,0.01,0.0,0.0,0.0,0.0,0.00038242340087890625,7,18720,1440,1440,1440,1,Normal
LBNL_DataFDD,SZCAV,raw,episode_blocked_time,test,RF,noise,0.01,0.0,0.0,0.0,0.0,0.12684321403503418,7,18720,1440,1440,1440,1,Normal
LBNL_DataFDD,SZCAV,raw,episode_blocked_time,test,XGBoost,noise,0.01,0.0,0.0,0.0,0.0,0.0270535945892334,7,18720,1440,1440,1440,1,Normal
